#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06357431411743164062 0.10000000149011611938 3.13085937500000000000 116.00000000000000000000 0.76685041189193725586 0.00804113131016492844 1.00002324581146240234 -2.36002588272094726562 -0.22602994740009307861 0.74133700132369995117 -2.28232336044311523438 -0.20277057588100433350
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06293153762817382812 0.10000000149011611938 3.12976074218750000000 116.00000000000000000000 0.76811599731445312500 0.00816377159208059311 1.00002419948577880859 -2.36147260665893554688 -0.22589328885078430176 0.74179172515869140625 -2.28372955322265625000 -0.20270277559757232666
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06397581100463867188 0.10000000149011611938 3.13191223144531250000 116.00000000000000000000 0.76582324504852294922 0.00792081840336322784 1.00002443790435791016 -2.35910058021545410156 -0.22612012922763824463 0.74104982614517211914 -2.28144049644470214844 -0.20281109213829040527
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06614589691162109375 0.10000000149011611938 3.14477539062500000000 116.00000000000000000000 0.75433278083801269531 0.00821694917976856232 1.00002408027648925781 -2.35312056541442871094 -0.22655576467514038086 0.73950427770614624023 -2.27668547630310058594 -0.20305301249027252197
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07096767425537109375 0.10000000149011611938 3.15008544921875000000 116.00000000000000000000 0.74620002508163452148 0.00818227231502532959 1.00002396106719970703 -2.34169864654541015625 -0.22725115716457366943 0.73612773418426513672 -2.26629209518432617188 -0.20355868339538574219
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07000303268432617188 0.10000000149011611938 3.14624023437500000000 116.00000000000000000000 0.75004309415817260742 0.00797679647803306580 1.00002372264862060547 -2.34446644783020019531 -0.22717078030109405518 0.73680782318115234375 -2.26838135719299316406 -0.20345404744148254395
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06968164443969726562 0.10000000149011611938 3.14788818359375000000 116.00000000000000000000 0.74904423952102661133 0.00806107372045516968 1.00002562999725341797 -2.34490919113159179688 -0.22709427773952484131 0.73702865839004516602 -2.26906085014343261719 -0.20342263579368591309
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.06871747970581054688 0.10000000149011611938 3.14990234375000000000 116.00000000000000000000 0.74823707342147827148 0.00828443281352519989 1.00002396106719970703 -2.34667086601257324219 -0.22690126299858093262 0.73769795894622802734 -2.27112412452697753906 -0.20332796871662139893
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07064628601074218750 0.10000000149011611938 3.12976074218750000000 116.00000000000000000000 0.76174747943878173828 0.00765778496861457825 1.00002574920654296875 -2.34471035003662109375 -0.22724023461341857910 0.73640751838684082031 -2.26715230941772460938 -0.20351691544055938721
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07257509231567382812 0.10000000149011611938 3.13012695312500000000 116.00000000000000000000 0.75982069969177246094 0.00762603757902979851 1.00002479553222656250 -2.34049439430236816406 -0.22756992280483245850 0.73506474494934082031 -2.26300954818725585938 -0.20371225476264953613
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07257509231567382812 0.10000000149011611938 3.12866210937500000000 116.00000000000000000000 0.76088452339172363281 0.00760780600830912590 1.00002503395080566406 -2.34056377410888671875 -0.22754453122615814209 0.73506921529769897461 -2.26303100585937500000 -0.20371228456497192383
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07514667510986328125 0.10000000149011611938 3.13159179687500000000 116.00000000000000000000 0.75661534070968627930 0.00746841030195355415 1.00002491474151611328 -2.33481192588806152344 -0.22801071405410766602 0.73326617479324340820 -2.25747680664062500000 -0.20396232604980468750
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07450342178344726562 0.10000000149011611938 3.13342285156250000000 116.00000000000000000000 0.75599616765975952148 0.00725251995027065277 1.00002503395080566406 -2.33608937263488769531 -0.22792533040046691895 0.73369967937469482422 -2.25881767272949218750 -0.20389153063297271729
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07193183898925781250 0.10000000149011611938 3.13488769531250000000 116.00000000000000000000 0.75680798292160034180 0.00782058946788311005 1.00002479553222656250 -2.34156966209411621094 -0.22751773893833160400 0.73549991846084594727 -2.26435708999633789062 -0.20365175604820251465
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03400087356567382812 0.10000000149011611938 3.11547851562500000000 116.00000000000000000000 0.80172717571258544922 0.00937091000378131866 1.00002455711364746094 -2.42353582382202148438 -0.21938607096672058105 0.76198536157608032227 -2.34589767456054687500 -0.19900402426719665527
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03142881393432617188 0.10000000149011611938 3.11401367187500000000 116.00000000000000000000 0.80475097894668579102 0.00948232598602771759 1.00002491474151611328 -2.42890882492065429688 -0.21870537102222442627 0.76377749443054199219 -2.35141110420227050781 -0.19862721860408782959
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.01471376419067382812 0.10000000149011611938 3.10156250000000000000 116.00000000000000000000 0.82594543695449829102 0.00988403987139463425 1.00002431869506835938 -2.46260881423950195312 -0.21365176141262054443 0.77537101507186889648 -2.38710546493530273438 -0.19597098231315612793
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.01471376419067382812 0.10000000149011611938 3.10742187500000000000 116.00000000000000000000 0.82220697402954101562 0.00998296961188316345 1.00002491474151611328 -2.46356868743896484375 -0.21413870155811309814 0.77535402774810791016 -2.38705921173095703125 -0.19597351551055908203
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02757167816162109375 0.10000000149011611938 3.11474609375000000000 116.00000000000000000000 0.80717015266418457031 0.00988052133470773697 1.00002408027648925781 -2.43722152709960937500 -0.21785739064216613770 0.76646143198013305664 -2.35966277122497558594 -0.19805173575878143311
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04943037033081054688 0.10000000149011611938 3.15795898437500000000 116.00000000000000000000 0.75789248943328857422 0.00974891334772109985 1.00002491474151611328 -2.38739585876464843750 -0.22342877089977264404 0.75113809108734130859 -2.31250834465026855469 -0.20112243294715881348
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04750156402587890625 0.10000000149011611938 3.15832519531250000000 116.00000000000000000000 0.75911933183670043945 0.00995838921517133713 1.00002419948577880859 -2.39152145385742187500 -0.22306454181671142578 0.75248265266418457031 -2.31665635108947753906 -0.20087993144989013672
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04814434051513671875 0.10000000149011611938 3.16162109375000000000 116.00000000000000000000 0.75604748725891113281 0.01003820821642875671 1.00002360343933105469 -2.38939309120178222656 -0.22309722006320953369 0.75202673673629760742 -2.31525468826293945312 -0.20096498727798461914
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03657245635986328125 0.10000000149011611938 3.17993164062500000000 116.00000000000000000000 0.75152325630187988281 0.01097889151424169540 1.00002408027648925781 -2.40970969200134277344 -0.22022226452827453613 0.76004332304000854492 -2.33991670608520507812 -0.19941170513629913330
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03785800933837890625 0.10000000149011611938 3.18798828125000000000 116.00000000000000000000 0.74441790580749511719 0.01112728379666805267 1.00002408027648925781 -2.40409469604492187500 -0.21995505690574645996 0.75912910699844360352 -2.33710098266601562500 -0.19959737360477447510
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03271484375000000000 0.10000000149011611938 3.17626953125000000000 116.00000000000000000000 0.75746852159500122070 0.01098118815571069717 1.00002336502075195312 -2.41931366920471191406 -0.21968089044094085693 0.76273643970489501953 -2.34819340705871582031 -0.19885119795799255371
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10472011566162109375 0.10000000149011611938 3.13232421875000000000 116.00000000000000000000 0.73134016990661621094 0.00510990433394908905 1.00002408027648925781 -2.27034449577331542969 -0.23215571045875549316 0.71270149946212768555 -2.19416308403015136719 -0.20628175139427185059
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.13815116882324218750 0.10000000149011611938 3.13085937500000000000 116.00000000000000000000 0.70391988754272460938 0.00231036008335649967 1.00002408027648925781 -2.19813418388366699219 -0.23535497486591339111 0.68977665901184082031 -2.12359261512756347656 -0.20774343609809875488
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.14072275161743164062 0.10000000149011611938 3.14697265625000000000 116.00000000000000000000 0.68956083059310913086 0.00261086435057222843 1.00002515316009521484 -2.18959021568298339844 -0.23482584953308105469 0.68798369169235229492 -2.11807942390441894531 -0.20781402289867401123
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02757167816162109375 0.10000000149011611938 3.14404296875000000000 116.00000000000000000000 0.78599411249160766602 0.01062790118157863617 1.00002455711364746094 -2.43699097633361816406 -0.21904864907264709473 0.76638507843017578125 -2.35944724082946777344 -0.19806940853595733643
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.01985692977905273438 0.10000000149011611938 3.14404296875000000000 116.00000000000000000000 0.79206067323684692383 0.01099857967346906662 1.00002467632293701172 -2.45355820655822753906 -0.21729491651058197021 0.77173012495040893555 -2.37590312957763671875 -0.19685463607311248779
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03078603744506835938 0.10000000149011611938 3.14294433593750000000 116.00000000000000000000 0.78445094823837280273 0.01016106083989143372 1.00002384185791015625 -2.43018770217895507812 -0.21973623335361480713 0.76415091753005981445 -2.35256171226501464844 -0.19854588806629180908
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.02950048446655273438 0.10000000149011611938 3.14514160156250000000 116.00000000000000000000 0.78371495008468627930 0.01044321060180664062 1.00002455711364746094 -2.43272185325622558594 -0.21948981285095214844 0.76504158973693847656 -2.35530972480773925781 -0.19835902750492095947
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03560781478881835938 0.10000000149011611938 3.12847900390625000000 116.00000000000000000000 0.79114019870758056641 0.00980196986347436905 1.00002384185791015625 -2.42056679725646972656 -0.22039654850959777832 0.76084405183792114258 -2.34238123893737792969 -0.19924817979335784912
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03528642654418945312 0.10000000149011611938 3.12792968750000000000 116.00000000000000000000 0.79187929630279541016 0.00966579560190439224 1.00002312660217285156 -2.42125439643859863281 -0.22030088305473327637 0.76106333732604980469 -2.34305405616760253906 -0.19919781386852264404
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.03400087356567382812 0.10000000149011611938 3.12573242187500000000 116.00000000000000000000 0.79458642005920410156 0.00951084308326244354 1.00002336502075195312 -2.42399930953979492188 -0.21991951763629913330 0.76195555925369262695 -2.34581041336059570312 -0.19900697469711303711
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08028984069824218750 0.10000000149011611938 3.15502929687500000000 116.00000000000000000000 0.73461866378784179688 0.00772046623751521111 1.00002491474151611328 -2.32021832466125488281 -0.22847767174243927002 0.72961235046386718750 -2.24623966217041015625 -0.20444831252098083496
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07675361633300781250 0.10000000149011611938 3.15264892578125000000 116.00000000000000000000 0.73952251672744750977 0.00771760195493698120 1.00002408027648925781 -2.32852101325988769531 -0.22806340456008911133 0.73208266496658325195 -2.25383424758911132812 -0.20411717891693115234
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07836103439331054688 0.10000000149011611938 3.15026855468750000000 116.00000000000000000000 0.73987334966659545898 0.00772238289937376976 1.00002431869506835938 -2.32542490959167480469 -0.22836032509803771973 0.73097014427185058594 -2.25041627883911132812 -0.20427133142948150635
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07964658737182617188 0.10000000149011611938 3.12536621093750000000 116.00000000000000000000 0.75744509696960449219 0.00698227016255259514 1.00002562999725341797 -2.32532286643981933594 -0.22862952947616577148 0.73014599084854125977 -2.24787259101867675781 -0.20437835156917572021
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07707500457763671875 0.10000000149011611938 3.12536621093750000000 116.00000000000000000000 0.75958693027496337891 0.00716235628351569176 1.00002455711364746094 -2.33090591430664062500 -0.22821740806102752686 0.73193907737731933594 -2.25339221954345703125 -0.20414121448993682861
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05007314682006835938 0.10000000149011611938 3.12683105468750000000 116.00000000000000000000 0.78072810173034667969 0.00892012659460306168 1.00002455711364746094 -2.38940143585205078125 -0.22336861491203308105 0.75077247619628906250 -2.31137394905090332031 -0.20118787884712219238
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08286142349243164062 0.10000000149011611938 3.13452148437500000000 116.00000000000000000000 0.74802696704864501953 0.00696171121671795845 1.00002527236938476562 -2.31777215003967285156 -0.22922736406326293945 0.72787916660308837891 -2.24089813232421875000 -0.20466537773609161377
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.09186220169067382812 0.10000000149011611938 3.18066406250000000000 116.00000000000000000000 0.70546847581863403320 0.00758649595081806183 1.00002443790435791016 -2.28693628311157226562 -0.22812604904174804688 0.72148013114929199219 -2.22121572494506835938 -0.20541870594024658203
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.08157539367675781250 0.10000000149011611938 3.17480468750000000000 116.00000000000000000000 0.71861368417739868164 0.00796109158545732498 1.00002431869506835938 -2.31196260452270507812 -0.22750134766101837158 0.72866272926330566406 -2.24329352378845214844 -0.20456451177597045898
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10729169845581054688 0.10000000149011611938 3.19531250000000000000 116.00000000000000000000 0.68196284770965576172 0.00679548596963286400 1.00002467632293701172 -2.24632787704467773438 -0.22770752012729644775 0.71073383092880249023 -2.18814277648925781250 -0.20646488666534423828
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.10214853286743164062 0.10000000149011611938 3.20410156250000000000 116.00000000000000000000 0.68026560544967651367 0.00726378709077835083 1.00002479553222656250 -2.25376558303833007812 -0.22609929740428924561 0.71427726745605468750 -2.19900083541870117188 -0.20614458620548248291
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07128906250000000000 0.10000000149011611938 3.11181640625000000000 116.00000000000000000000 0.77418851852416992188 0.00689878826960921288 1.00002467632293701172 -2.34311175346374511719 -0.22672675549983978271 0.73599749803543090820 -2.26589393615722656250 -0.20356558263301849365
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07386064529418945312 0.10000000149011611938 3.11401367187500000000 116.00000000000000000000 0.77044147253036499023 0.00694251200184226036 1.00002372264862060547 -2.33771324157714843750 -0.22728751599788665771 0.73420661687850952148 -2.26036834716796875000 -0.20382624864578247070
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04492998123168945312 0.10000000149011611938 3.13562011718750000000 116.00000000000000000000 0.77851945161819458008 0.00932317879050970078 1.00002491474151611328 -2.40020370483398437500 -0.22257436811923980713 0.75433045625686645508 -2.32233238220214843750 -0.20052775740623474121
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04428720474243164062 0.10000000149011611938 3.13745117187500000000 116.00000000000000000000 0.77763217687606811523 0.00947645213454961777 1.00002372264862060547 -2.40147209167480468750 -0.22248186171054840088 0.75477546453475952148 -2.32370328903198242188 -0.20044586062431335449
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04364442825317382812 0.10000000149011611938 3.13488769531250000000 116.00000000000000000000 0.77996760606765747070 0.00958195328712463379 1.00002408027648925781 -2.40303039550781250000 -0.22229857742786407471 0.75523477792739868164 -2.32511496543884277344 -0.20036299526691436768
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.04943037033081054688 0.10000000149011611938 3.13452148437500000000 116.00000000000000000000 0.77561879158020019531 0.00914687104523181915 1.00002455711364746094 -2.39052700996398925781 -0.22345094382762908936 0.75120055675506591797 -2.31269359588623046875 -0.20111088454723358154
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05457353591918945312 0.10000000149011611938 3.13745117187500000000 116.00000000000000000000 0.76928037405014038086 0.00887134298682212830 1.00002408027648925781 -2.37915611267089843750 -0.22448770701885223389 0.74760270118713378906 -2.30161762237548828125 -0.20174427330493927002
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05521631240844726562 0.10000000149011611938 3.14001464843750000000 116.00000000000000000000 0.76692414283752441406 0.00876336079090833664 1.00002419948577880859 -2.37753129005432128906 -0.22463248670101165771 0.74714493751525878906 -2.30020761489868164062 -0.20181830227375030518
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.05457353591918945312 0.10000000149011611938 3.13891601562500000000 116.00000000000000000000 0.76819932460784912109 0.00888691097497940063 1.00002419948577880859 -2.37903213500976562500 -0.22450399398803710938 0.74759924411773681641 -2.30160403251647949219 -0.20174422860145568848
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>
6.07144975662231445312 0.10000000149011611938 3.13626098632812500000 116.00000000000000000000 0.75621271133422851562 0.00784553866833448410 1.00002527236938476562 -2.34250187873840332031 -0.22744701802730560303 0.73583155870437622070 -2.26537752151489257812 -0.20360261201858520508
