#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47326385974884033203 -0.00037224462721496820 0.61732774972915649414 -6.45458889007568359375 -0.20740084350109100342 0.73349231481552124023 -2.92701601982116699219 -0.17916943132877349854 0.35512915033317232760 35.53663635253906250000 -0.00037224462721496820
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47202008962631225586 -0.00037067275843583047 0.61713296175003051758 -6.45348405838012695312 -0.20726379752159118652 0.73347729444503784180 -2.92704701423645019531 -0.17916987836360931396 0.36176010140796327486 35.54665374755859375000 -0.00037067275843583047
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.47079974412918090820 -0.00036907635512761772 0.61693990230560302734 -6.45221138000488281250 -0.20712247490882873535 0.73346173763275146484 -2.92707753181457519531 -0.17917037010192871094 0.36815359597340424624 35.55667114257812500000 -0.00036907635512761772
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46960225701332092285 -0.00036745649413205683 0.61675482988357543945 -6.45071411132812500000 -0.20697431266307830811 0.73344558477401733398 -2.92710733413696289062 -0.17917089164257049561 0.37430300124958459929 35.56668853759765625000 -0.00036745649413205683
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46843031048774719238 -0.00036581416497938335 0.61657202243804931641 -6.44905900955200195312 -0.20682048797607421875 0.73342895507812500000 -2.92713618278503417969 -0.17917144298553466797 0.38021335483158075208 35.57670593261718750000 -0.00036581416497938335
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46728485822677612305 -0.00036415041540749371 0.61639320850372314453 -6.44722890853881835938 -0.20665994286537170410 0.73341172933578491211 -2.92716455459594726562 -0.17917202413082122803 0.38587987900309089762 35.58672332763671875000 -0.00036415041540749371
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46616461873054504395 -0.00036246632225811481 0.61621642112731933594 -6.44523477554321289062 -0.20649461448192596436 0.73339402675628662109 -2.92719173431396484375 -0.17917264997959136963 0.39130442439399659715 35.59674072265625000000 -0.00036246632225811481
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46507206559181213379 -0.00036076287506148219 0.61604744195938110352 -6.44304275512695312500 -0.20632089674472808838 0.73337578773498535156 -2.92721819877624511719 -0.17917329072952270508 0.39648403450069663601 35.60675811767578125000 -0.00036076287506148219
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46400767564773559570 -0.00035904112155549228 0.61588340997695922852 -6.44069719314575195312 -0.20614188909530639648 0.73335707187652587891 -2.92724394798278808594 -0.17917397618293762207 0.40142020705528086433 35.61677551269531250000 -0.00035904112155549228
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46297422051429748535 -0.00035730205127038062 0.61572545766830444336 -6.43817996978759765625 -0.20595480501651763916 0.73333781957626342773 -2.92726898193359375000 -0.17917469143867492676 0.40611625398252315655 35.62679290771484375000 -0.00035730205127038062
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46197056770324707031 -0.00035554677015170455 0.61556839942932128906 -6.43552589416503906250 -0.20576184988021850586 0.73331815004348754883 -2.92729306221008300781 -0.17917543649673461914 0.41056706701715450780 35.63681030273437500000 -0.00035554677015170455
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46099990606307983398 -0.00035377620952203870 0.61541873216629028320 -6.43268680572509765625 -0.20556256175041198730 0.73329800367355346680 -2.92731642723083496094 -0.17917621135711669922 0.41477823802790414476 35.64682769775390625000 -0.00035377620952203870
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.46006017923355102539 -0.00035199150443077087 0.61526817083358764648 -6.42971944808959960938 -0.20535686612129211426 0.73327738046646118164 -2.92733883857727050781 -0.17917700111865997314 0.41874433722333487262 35.65684509277343750000 -0.00035199150443077087
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45915296673774719238 -0.00035019358620047569 0.61512607336044311523 -6.42662763595581054688 -0.20514416694641113281 0.73325628042221069336 -2.92736053466796875000 -0.17917783558368682861 0.42246803448519926194 35.66686248779296875000 -0.00035019358620047569
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45828214287757873535 -0.00034838350256904960 0.61498510837554931641 -6.42336463928222656250 -0.20492659509181976318 0.73323482275009155273 -2.92738103866577148438 -0.17917869985103607178 0.42595393957629312798 35.67687988281250000000 -0.00034838350256904960
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45744580030441284180 -0.00034656227217055857 0.61485242843627929688 -6.41999626159667968750 -0.20470148324966430664 0.73321288824081420898 -2.92740082740783691406 -0.17917957901954650879 0.42919748824052916802 35.68689727783203125000 -0.00034656227217055857
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45664364099502563477 -0.00034473088453523815 0.61471694707870483398 -6.41652393341064453125 -0.20447276532649993896 0.73319059610366821289 -2.92741990089416503906 -0.17918050289154052734 0.43220078743574219526 35.69691467285156250000 -0.00034473088453523815
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45587933063507080078 -0.00034289035829715431 0.61458891630172729492 -6.41290140151977539062 -0.20423901081085205078 0.73316788673400878906 -2.92743802070617675781 -0.17918144166469573975 0.43496494436273691608 35.70693206787109375000 -0.00034289035829715431
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45515283942222595215 -0.00034104171209037304 0.61445999145507812500 -6.40917873382568359375 -0.20400051772594451904 0.73314481973648071289 -2.92745494842529296875 -0.17918241024017333984 0.43749217124929784539 35.71694946289062500000 -0.00034104171209037304
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45446321368217468262 -0.00033918584813363850 0.61433786153793334961 -6.40536403656005859375 -0.20375783741474151611 0.73312139511108398438 -2.92747116088867187500 -0.17918340861797332764 0.43977966190630302101 35.72696685791015625000 -0.00033918584813363850
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45381146669387817383 -0.00033732384326867759 0.61421418190002441406 -6.40145301818847656250 -0.20351321995258331299 0.73309761285781860352 -2.92748641967773437500 -0.17918442189693450928 0.44182958329460569891 35.73698425292968750000 -0.00033732384326867759
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45320129394531250000 -0.00033545665792189538 0.61409318447113037109 -6.39746952056884765625 -0.20326474308967590332 0.73307341337203979492 -2.92750096321105957031 -0.17918547987937927246 0.44364645591517876122 35.74700164794921875000 -0.00033545665792189538
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45262891054153442383 -0.00033358528162352741 0.61397367715835571289 -6.39340829849243164062 -0.20301561057567596436 0.73304897546768188477 -2.92751455307006835938 -0.17918655276298522949 0.44522534544073116836 35.75701904296875000000 -0.00033358528162352741
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45209524035453796387 -0.00033171067479997873 0.61385732889175415039 -6.38927221298217773438 -0.20276452600955963135 0.73302417993545532227 -2.92752695083618164062 -0.17918764054775238037 0.44656875272170820645 35.76703643798828125000 -0.00033171067479997873
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45160299539566040039 -0.00032983379787765443 0.61373865604400634766 -6.38509368896484375000 -0.20251314342021942139 0.73299914598464965820 -2.92753863334655761719 -0.17918875813484191895 0.44767851033060607202 35.77705383300781250000 -0.00032983379787765443
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45115017890930175781 -0.00032795561128295958 0.61362075805664062500 -6.38082456588745117188 -0.20226188004016876221 0.73297381401062011719 -2.92754936218261718750 -0.17918989062309265137 0.44855361216823830262 35.78707122802734375000 -0.00032795561128295958
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45073637366294860840 -0.00032607707544229925 0.61350142955780029297 -6.37656354904174804688 -0.20201233029365539551 0.73294818401336669922 -2.92755913734436035156 -0.17919105291366577148 0.44919428822414447788 35.79708862304687500000 -0.00032607707544229925
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45036259293556213379 -0.00032419912167824805 0.61338591575622558594 -6.37223672866821289062 -0.20176476240158081055 0.73292231559753417969 -2.92756795883178710938 -0.17919224500656127930 0.44960128103991686688 35.80710601806640625000 -0.00032419912167824805
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.45002800226211547852 -0.00032232271041721106 0.61326414346694946289 -6.36789751052856445312 -0.20152078568935394287 0.73289614915847778320 -2.92757606506347656250 -0.17919345200061798096 0.44977465311028613781 35.81712341308593750000 -0.00032232271041721106
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44972872734069824219 -0.00032044880208559334 0.61314523220062255859 -6.36351776123046875000 -0.20127871632575988770 0.73286986351013183594 -2.92758297920227050781 -0.17919468879699707031 0.44971064734111237948 35.82714080810546875000 -0.00032044880208559334
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44946849346160888672 -0.00031857829890213907 0.61302369832992553711 -6.35915088653564453125 -0.20104303956031799316 0.73284327983856201172 -2.92758893966674804688 -0.17919595539569854736 0.44941364411351930608 35.83715820312500000000 -0.00031857829890213907
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44924512505531311035 -0.00031671213218942285 0.61290365457534790039 -6.35475254058837890625 -0.20080989599227905273 0.73281657695770263672 -2.92759394645690917969 -0.17919722199440002441 0.44888181646212649278 35.84717559814453125000 -0.00031671213218942285
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44905504584312438965 -0.00031485123327001929 0.61277705430984497070 -6.35036802291870117188 -0.20058408379554748535 0.73278969526290893555 -2.92759823799133300781 -0.17919853329658508301 0.44811230270176377610 35.85719299316406250000 -0.00031485123327001929
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44889894127845764160 -0.00031299650436267257 0.61265122890472412109 -6.34598922729492187500 -0.20036384463310241699 0.73276263475418090820 -2.92760133743286132812 -0.17919984459877014160 0.44710599208680695815 35.86721038818359375000 -0.00031299650436267257
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44877308607101440430 -0.00031114884768612683 0.61252242326736450195 -6.34161615371704101562 -0.20015047490596771240 0.73273539543151855469 -2.92760372161865234375 -0.17920118570327758789 0.44586031482544857818 35.87722778320312500000 -0.00031114884768612683
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44867962598800659180 -0.00030930919456295669 0.61239147186279296875 -6.33727073669433593750 -0.19994327425956726074 0.73270803689956665039 -2.92760491371154785156 -0.17920255661010742188 0.44437737936631294122 35.88724517822265625000 -0.00030930919456295669
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44861301779747009277 -0.00030747847631573677 0.61225616931915283203 -6.33294486999511718750 -0.19974388182163238525 0.73268055915832519531 -2.92760539054870605469 -0.17920394241809844971 0.44265328626234418108 35.89726257324218750000 -0.00030747847631573677
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44857338070869445801 -0.00030565750785171986 0.61211943626403808594 -6.32862234115600585938 -0.19954989850521087646 0.73265296220779418945 -2.92760515213012695312 -0.17920534312725067139 0.44068858750496681109 35.90727996826171875000 -0.00030565750785171986
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44856154918670654297 -0.00030384719138965011 0.61197668313980102539 -6.32436561584472656250 -0.19936452805995941162 0.73262530565261840820 -2.92760372161865234375 -0.17920677363872528076 0.43848426530589401651 35.91729736328125000000 -0.00030384719138965011
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44857025146484375000 -0.00030204845825210214 0.61183720827102661133 -6.32012271881103515625 -0.19918473064899444580 0.73259752988815307617 -2.92760157585144042969 -0.17920823395252227783 0.43603555047416125978 35.92731475830078125000 -0.00030204845825210214
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44860354065895080566 -0.00030026215245015919 0.61169034242630004883 -6.31590843200683593750 -0.19901271164417266846 0.73256975412368774414 -2.92759823799133300781 -0.17920970916748046875 0.43334596730046692770 35.93733215332031250000 -0.00030026215245015919
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44865745306015014648 -0.00029848917620256543 0.61154490709304809570 -6.31172990798950195312 -0.19884559512138366699 0.73254185914993286133 -2.92759442329406738281 -0.17921119928359985352 0.43041454142534596450 35.94734954833984375000 -0.00029848917620256543
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44872918725013732910 -0.00029673031531274319 0.61139345169067382812 -6.30756807327270507812 -0.19868569076061248779 0.73251396417617797852 -2.92758941650390625000 -0.17921271920204162598 0.42723910048344299062 35.95736694335937500000 -0.00029673031531274319
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44882202148437500000 -0.00029498650110326707 0.61123776435852050781 -6.30348348617553710938 -0.19852873682975769043 0.73248606920242309570 -2.92758369445800781250 -0.17921425402164459229 0.42382306384164813995 35.96738433837890625000 -0.00029498650110326707
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44893047213554382324 -0.00029325854848138988 0.61108094453811645508 -6.29941940307617187500 -0.19837847352027893066 0.73245817422866821289 -2.92757701873779296875 -0.17921580374240875244 0.42016493773614155272 35.97740173339843750000 -0.00029325854848138988
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44905930757522583008 -0.00029154730145819485 0.61092287302017211914 -6.29539918899536132812 -0.19822955131530761719 0.73243027925491333008 -2.92756962776184082031 -0.17921736836433410645 0.41626850653612512687 35.98741912841796875000 -0.00029154730145819485
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
7.80000019073486328125 0.10000000149011611938 2.45499992370605468750 116.00000000000000000000 0.44920265674591064453 -0.00028985363314859569 0.61076140403747558594 -6.29142475128173828125 -0.19808538258075714111 0.73240244388580322266 -2.92756128311157226562 -0.17921896278858184814 0.41213253901633362108 35.99743652343750000000 -0.00028985363314859569
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t    Asin
