#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.71108342018823877950 0.00013467169101298498 0.99999999999908739667 -2.98164066285336604167 -0.19634086740159231721 0.76273036179034137128 -2.89299982188648918680 -0.17897117682229013447 0.33318796984497572877 12.53234999997746257350
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.70853228453359629047 0.00013575766271852545 0.99999999999908906201 -2.98095989390322468893 -0.19641671783686187602 0.76268692371754498449 -2.89307029980307062189 -0.17898515586636531971 0.29948818204497362760 12.54239999997743915117
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.70600518224497210706 0.00013670550849124283 0.99999999999908928405 -2.98018169146013134352 -0.19646400718070614055 0.76264153200972484292 -2.89314004142022440647 -0.17899915027401394618 0.26524772047787759099 12.55244999997741572884
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.70350866330371308877 0.00013751378204238479 0.99999999999908961712 -2.97930815185638575571 -0.19648273087689172023 0.76259421584821607265 -2.89320897224417938887 -0.17901313715593744624 0.23056057887825451291 12.56249999997739230650
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.70104920521293923041 0.00013818141203965386 0.99999999999908606441 -2.97834161786210316336 -0.19647293859185405163 0.76254500949859405079 -2.89327701989304308938 -0.17902709373593600484 0.19551988440778506062 12.57254999997736888417
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69863319962158909604 0.00013870769610738588 0.99999999999908872894 -2.97728467297198662322 -0.19643473153551535559 0.76249395222174121134 -2.89334411428061288873 -0.17904099739161546956 0.16021763123123236583 12.58259999997734546184
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69626693818693685678 0.00013909229389009054 0.99999999999909006121 -2.97614013518486686394 -0.19636825981372099670 0.76244108817405487066 -2.89341018779434433483 -0.17905482569278599603 0.12474443731902125354 12.59264999997732203951
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69395659760469707855 0.00013933521928057713 0.99999999999908717463 -2.97491105024809243673 -0.19627371989996850177 0.76238646629618989081 -2.89347517546707777569 -0.17906855643766217412 0.08918932544451813049 12.60269999997729861718
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69170822378716523282 0.00013943683191627076 0.99999999999908784076 -2.97360068433733504278 -0.19615135231773969671 0.76233014018972400372 -2.89353901514210987145 -0.17908216768704363075 0.05363952913999439631 12.61274999997727519485
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68952771522467004583 0.00013939782804874674 0.99999999999908673054 -2.97221251614313342060 -0.19600143962404195652 0.76227216798116126384 -2.89360164763117122533 -0.17909563779672896255 0.01818032413771828587 12.62279999997725177252
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68742080562139962208 0.00013921923089185077 0.99999999999908573134 -2.97075022833822188773 -0.19582430477954218540 0.76221261217276881084 -2.89366301686486160349 -0.17910894544847938414 -0.01710511444833418340 12.63284999997722835019
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68539304595090588812 0.00013890238055290786 0.99999999999908839587 -2.96921769840482063785 -0.19562030998072171828 0.76215153947985792016 -2.89372307003507245327 -0.17912206967990879081 -0.05213582924862438656 12.64289999997720492786
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68344978612623852321 0.00013844892364935370 0.99999999999908784076 -2.96761898880839902759 -0.19538985601511857371 0.76208902065428130168 -2.89378175772892376472 -0.17913498991372106550 -0.08683317245178739929 12.65294999997718150553
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68159615652241456463 0.00013786080270957718 0.99999999999908995019 -2.96595833651348339544 -0.19513338218251918832 0.76202513029410512413 -2.89383903405373876794 -0.17914768598674823963 -0.12112087303832390350 12.66299999997715808320
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67983704962237156977 0.00013714024545180933 0.99999999999908684156 -2.96424014184729900379 -0.19485136680345135907 0.76195994663963328986 -2.89389485675259239272 -0.17916013817925574569 -0.15492508052975459409 12.67304999997713466087
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67817710208010562045 0.00013628975402854321 0.99999999999908972814 -2.96246895672909404951 -0.19454432831285739525 0.76189355135619063475 -2.89394918730997785516 -0.17917232724497747509 -0.18817438671194763877 12.68309999997711123854
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67662067750484644613 0.00013531209431629212 0.99999999999908928405 -2.96064947229475095014 -0.19421282691216282257 0.76182602930431042587 -2.89400199104717303911 -0.17918423444231809660 -0.22079982714038243197 12.69314999997708781621
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67517185026759962696 0.00013421028532159527 0.99999999999908739667 -2.95878650595860381856 -0.19385746672849113459 0.76175746829820545347 -2.89405323720691498579 -0.17919584156711765299 -0.25273486455799454298 12.70319999997706439387
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67383439061592398378 0.00013298758876423874 0.99999999999908872894 -2.95688498796606413777 -0.19347889840666393502 0.76168795885362483578 -2.89410289902704054299 -0.17920713098731094748 -0.28391535663932565559 12.71324999997704097154
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67261175135532036418 0.00013164749888787324 0.99999999999908939508 -2.95494994750120110183 -0.19307782203897541629 0.76161759392639072352 -2.89415095380280318338 -0.17921808567973829263 -0.31427951070649717824 12.72329999997701754921
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67150705631730045475 0.00013019373253683001 0.99999999999908906201 -2.95298649842288618572 -0.19265499032043814642 0.76154646864307995457 -2.89419738293763595394 -0.17922868926927276734 -0.34376782823420021229 12.73334999997699412688
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67052309078679828147 0.00012863021952623163 0.99999999999908750770 -2.95099982471017696639 -0.19221121180423247909 0.76147468002543794441 -2.89424217198219269065 -0.17923892607032970714 -0.37232304206445787642 12.74339999997697070455
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66966229400744281541 0.00012696109332074315 0.99999999999908961712 -2.94899516570285324946 -0.19174735412368812404 0.76140232671019802968 -2.89428531066157734841 -0.17924878113071893160 -0.39989004928489535473 12.75344999997694728222
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66892675382462474243 0.00012519068202579580 0.99999999999908861792 -2.94697780122616492804 -0.19126434704389325137 0.76132950866601534212 -2.89432679289072680717 -0.17925824027769124425 -0.42641584268510468458 12.76349999997692385989
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66831820346616799267 0.00012332349968410556 0.99999999999908861792 -2.94495303668850816337 -0.19076318520762888808 0.76125632690921152257 -2.89436661677799955683 -0.17926729016592676813 -0.45184944359841516803 12.77354999997690043756
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66783802040104267572 0.00012136423786004400 0.99999999999909228166 -2.94292618823934493122 -0.19024493044673279618 0.76118288321997173984 -2.89440478461707950686 -0.17927591832711226028 -0.47614183876560667308 12.78359999997687701523
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66748722716101216434 0.00011931775748510435 0.99999999999908961712 -2.94090256806965966163 -0.18971071354066873504 0.76110927986053178440 -2.89444130286736767133 -0.17928411322066345468 -0.49924592363281344864 12.79364999997685359290
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66726649396011616933 0.00011718908092950743 0.99999999999909194859 -2.93888746993098237681 -0.18916173531821189879 0.76103561929675467290 -2.89447618212310642249 -0.17929186428507079554 -0.52111645422741492695 12.80369999997683017057
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66717614290519478004 0.00011498338425801546 0.99999999999908928405 -2.93688615494026983299 -0.18859926701517254477 0.76096200392432700177 -2.89450943707151298057 -0.17929916198928097515 -0.54171000945644409708 12.81374999997680674824
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66721615355821239923 0.00011270598962234303 0.99999999999908706361 -2.93490383772849972033 -0.18802464981993416426 0.76088853580060478166 -2.89454108644025609465 -0.17930599788347736934 -0.56098496535324848811 12.82379999997678332591
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66738616958973417947 0.00011036235773817480 0.99999999999908895099 -2.93294567297940123041 -0.18743929355843924611 0.76081531638293520281 -2.89457115293464095629 -0.17931236464858882340 -0.57890148247364547895 12.83384999997675990357
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66768550625282196975 0.00010795808039169749 0.99999999999908839587 -2.93101674239386689180 -0.18684467449033645425 0.76074244627405596120 -2.89459966316489092364 -0.17931825614383797851 -0.59542150732321974527 12.84389999997673648124
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66811315840848162217 0.00010549887291865354 0.99999999999908839587 -2.92912204210375559654 -0.18624233220751856832 0.76067002497496660762 -2.89462664756392973331 -0.17932366745163805244 -0.61050878839386957253 12.85394999997671305891
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66866780884671617180 0.00010299056659812552 0.99999999999908872894 -2.92726647054791833114 -0.18563386564466369255 0.76059815064545921448 -2.89465214029608119972 -0.17932859491915920103 -0.62412890710708779363 12.86399999997668963658
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.66934783667128872064 0.00010043910090344278 0.99999999999909294779 -2.92545481681308938704 -0.18502092822817589601 0.76052691987231602067 -2.89467617915709496401 -0.17933303619590987288 -0.63624932371085818339 12.87404999997666621425
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67015132554932232978 0.00009785051555363027 0.99999999999909183757 -2.92369174943330989436 -0.18440522220489516392 0.76045642744502628396 -2.89469880546590729864 -0.17933699026671531818 -0.64683943795814002886 12.88409999997664279192
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67107607166801497289 0.00009523094231056068 0.99999999999909006121 -2.92198180563444420699 -0.18378849220492854410 0.76038676613875222365 -2.89472006394852376943 -0.17934045747952193084 -0.65587066420922623955 12.89414999997661936959
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67211959128756626480 0.00009258659646930267 0.99999999999908928405 -2.92032938100470396137 -0.18317251810403087364 0.76031802650418933709 -2.89474000261440256310 -0.17934343956751003235 -0.66331652044473743413 12.90419999997659594726
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67327912783004117969 0.00008992376799197115 0.99999999999908684156 -2.91873871956911257186 -0.18255910726026292057 0.76025029666392329730 -2.89475867262569552807 -0.17934593966505976703 -0.66915273054710555645 12.91424999997657252493
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67455165849573694992 0.00008724881223860101 0.99999999999908995019 -2.91721390424432369670 -0.18195008620738142846 0.76018366211487986561 -2.89477612815967244586 -0.17934796231718114212 -0.67335733909955086673 12.92429999997654910260
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67593390044954670959 0.00008456814025212664 0.99999999999909150450 -2.91575884765130988185 -0.18134729189389067749 0.76011820553650100152 -2.89479242626465360644 -0.17934951348209143829 -0.67591083785597283473 12.93434999997652568027
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67742231666736896223 0.00008188820855843507 0.99999999999908861792 -2.91437728326655376421 -0.18075256256203151017 0.76005400660435262772 -2.89480762670974467454 -0.17935060052669782316 -0.67679630294517911793 12.94439999997650225794
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.67901312157457904828 0.00007921550844667232 0.99999999999908650850 -2.91307275689676581365 -0.18016772836559641346 0.75999114180897375803 -2.89482179182865628775 -0.17935123221482138223 -0.67599954178087828804 12.95444999997647883561
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68070228664328347179 0.00007655655469955318 0.99999999999909194859 -2.91184861846892006909 -0.17959460182937558859 0.75992968427990781333 -2.89483498635788638609 -0.17935141868808010535 -0.67350924854868510216 12.96449999997645541328
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68248554614066458957 0.00007391787374840089 0.99999999999908772974 -2.91070801413447455275 -0.17903496825629883205 0.75986970361500472126 -2.89484727726954504945 -0.17935117143942960749 -0.66931716702761012705 12.97454999997643199094
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68435840323622099124 0.00007130599123308815 0.99999999999908750770 -2.90965387869525926590 -0.17849057619110161865 0.75981126571524471025 -2.89485873359908740809 -0.17935050327944668247 -0.66341825937312226547 12.98459999997640856861
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68631613668027890984 0.00006872741895302751 0.99999999999908839587 -2.90868892836686088188 -0.17796312805125519274 0.75975443262549657852 -2.89486942626825527469 -0.17934942829552383281 -0.65581087934095039227 12.99464999997638514628
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.68835380825947323213 0.00006618864120192403 0.99999999999909039428 -2.90781565390375673630 -0.17745427103694871862 0.75969926238177887257 -2.89487942790352770217 -0.17934796180422948875 -0.64649694826666781466 13.00469999997636172395
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69046627121741910305 0.00006369610048620204 0.99999999999909128245 -2.90703631411873608670 -0.17696558843169185593 0.75964580886573562779 -2.89488881265040820523 -0.17934612029717328374 -0.63548213194006386573 13.01474999997633830162
#E_{dc}                \tilde{E}_{\omega}     \tilde{\omega}         mu                     v_{dr}/v_{p}         A(\omega)              NORM     v_{y}/v_{p}    m/m_{x,k}   <v_{dr}/v_{p}>   <v_{y}/v_{p}>    <m/m_{x,k}>  A_{inst}  t
7.79999999999999982236 0.10000000000000000555 5.09999999999999964473 116.00000000000000000000 0.69264817980081772042 0.00006125618263486354 0.99999999999908861792 -2.90635292983539228473 -0.17649859140335366625 0.75959412166715600812 -2.89489765598390924595 -0.17934392138079754964 -0.62277601633088719435 13.02479999997631487929
